,academic_year_first_registration,birth_date,nacionality,num_registrations,num_registrations_course_conferent_degree,working_student,age,total_ects,has_scholarship,moved_student,registrations,repetitions,attendance_T,attendance_TP,attendance_PL,TP_time,PL_time,frequency_grade_result,frequency_grade,normal_grade_result,normal_grade,recovery_grade_result,recovery_grade,valid_final_grade,years_since_registration,dropout
583,2011/2012,1991-06-28 05:00:00,PRT,2,10,0,30,72.0,True,False,1,1,0.0,0.0714285714285714,0.75,20:00:00,20:00:00,ADNA,0.0,F,0.0,R,5.0,0,3,True
584,2011/2012,1993-12-20 06:00:00,PRT,1,9,0,27,80.0,False,False,1,2,0.0,0.0,0.75,20:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
585,2011/2012,1993-02-12 06:00:00,PRT,3,8,0,28,62.0,True,True,1,0,0.1428571428571428,0.4285714285714285,0.75,15:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
586,2011/2012,1992-12-22 06:00:00,PRT,2,7,0,28,74.0,True,True,1,1,0.0,0.0714285714285714,0.75,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
587,2011/2012,1993-04-01 05:00:00,PRT,1,4,0,28,67.0,False,True,1,1,0.0,0.2857142857142857,0.5,20:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
588,2011/2012,1993-05-28 05:00:00,PRT,4,8,0,28,79.0,False,True,1,1,0.0,0.2857142857142857,0.5,15:00:00,20:00:00,ADNA,0.0,F,0.0,R,4.0,0,3,True
589,2012/2013,1994-07-13 05:00:00,PRT,5,8,0,26,73.0,False,True,1,1,0.1071428571428571,0.2142857142857142,0.75,20:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
590,2012/2013,1994-03-27 06:00:00,PRT,1,5,0,27,66.0,True,True,1,1,0.2142857142857142,0.4285714285714285,0.0,22:00:00,22:00:00,ADNA,0.0,F,0.0,R,6.0,0,2,True
591,2012/2013,1994-03-13 06:00:00,PRT,1,3,0,27,78.0,False,True,1,1,0.0,0.0,0.75,15:00:00,15:00:00,ADNA,0.0,F,0.0,R,7.0,0,2,True
592,2012/2013,1994-06-16 05:00:00,PRT,3,6,0,27,84.0,False,True,1,1,0.0357142857142857,0.5714285714285714,0.75,22:00:00,22:00:00,ADNA,0.0,F,0.0,R,8.0,0,2,True
593,2012/2013,1994-07-24 05:00:00,PRT,3,7,0,26,75.0,False,True,2,1,0.0,0.0,0.75,15:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
594,2012/2013,1994-06-21 05:00:00,PRT,1,5,0,27,72.0,False,False,1,1,0.0,0.0714285714285714,0.0,15:00:00,22:00:00,AP,12.0,F,0.0,F,0.0,1,2,False
595,2012/2013,1994-06-06 05:00:00,PRT,1,7,0,27,67.0,False,True,1,1,0.0,0.2857142857142857,0.75,22:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
596,2012/2013,1994-07-01 05:00:00,PRT,3,9,0,27,75.0,False,True,1,1,0.0357142857142857,0.0714285714285714,0.5,20:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
597,2012/2013,1994-01-22 06:00:00,PRT,1,7,0,27,61.0,False,False,1,0,0.1785714285714285,0.1428571428571428,0.75,20:00:00,15:00:00,ADNA,0.0,F,0.0,R,7.0,0,2,True
598,2012/2013,1993-11-13 06:00:00,PRT,5,8,0,27,76.0,False,True,1,1,0.1785714285714285,0.2857142857142857,0.25,20:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
599,2012/2013,1994-03-15 06:00:00,PRT,2,5,0,27,50.0,False,False,1,1,0.0714285714285714,0.0,0.0,22:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
600,2012/2013,1994-09-24 05:00:00,PRT,2,7,0,26,88.0,False,False,1,1,0.1785714285714285,0.0,0.75,22:00:00,00:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
601,2012/2013,1994-02-06 06:00:00,PRT,1,7,0,27,84.0,False,True,1,1,0.0,0.0714285714285714,0.5,22:00:00,15:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
602,2012/2013,1994-05-24 05:00:00,PRT,3,5,0,27,66.0,False,False,3,0,0.4642857142857143,0.3571428571428571,0.75,15:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
603,2012/2013,1994-09-26 05:00:00,PRT,2,5,0,26,66.0,False,True,2,1,0.0357142857142857,0.0714285714285714,0.0,22:00:00,22:00:00,AP,14.0,F,0.0,F,0.0,1,2,False
604,2012/2013,1994-09-23 05:00:00,PRT,4,8,0,26,66.0,False,True,1,0,0.2857142857142857,0.2142857142857142,0.75,15:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
605,2012/2013,1994-01-03 06:00:00,PRT,2,8,0,27,74.0,False,False,1,0,0.2142857142857142,0.3571428571428571,0.75,20:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
606,2012/2013,1994-04-14 05:00:00,PRT,4,7,0,27,73.0,False,True,1,0,0.1428571428571428,0.0714285714285714,0.75,15:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
607,2012/2013,1994-09-01 05:00:00,PRT,1,7,0,26,70.0,False,False,1,1,0.1428571428571428,0.1428571428571428,0.75,20:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
608,2012/2013,1994-09-28 05:00:00,PRT,3,5,0,26,84.0,False,True,1,1,0.0,0.2142857142857142,0.0,22:00:00,22:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
609,2012/2013,1994-05-05 05:00:00,PRT,2,5,0,27,84.0,False,True,1,1,0.0,0.0714285714285714,0.0,22:00:00,22:00:00,AP,11.0,F,0.0,F,0.0,1,2,False
610,2012/2013,1994-10-04 05:00:00,PRT,3,8,0,26,79.0,False,True,1,1,0.2142857142857142,0.2857142857142857,0.75,15:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
611,2012/2013,1993-08-07 05:00:00,PRT,3,9,0,27,66.0,False,True,2,1,0.2142857142857142,0.0714285714285714,0.75,15:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
612,2012/2013,1994-07-04 05:00:00,PRT,1,3,0,27,66.0,False,True,1,1,0.0357142857142857,0.0,0.0,22:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
613,2012/2013,1995-04-11 05:00:00,PRT,1,6,0,26,72.0,True,True,1,1,0.0,0.2857142857142857,0.0,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
614,2012/2013,1994-10-29 06:00:00,PRT,1,7,0,26,84.0,False,True,1,1,0.0714285714285714,0.0714285714285714,0.75,15:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
615,2012/2013,1993-10-10 05:00:00,PRT,1,7,0,27,80.0,False,True,1,1,0.8928571428571429,0.7142857142857143,0.5,15:00:00,15:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
616,2012/2013,1994-06-15 05:00:00,PRT,1,7,0,27,79.0,False,True,1,1,0.1428571428571428,0.2142857142857142,0.75,22:00:00,15:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
617,2012/2013,1994-04-11 05:00:00,PRT,2,5,0,27,79.0,False,True,1,0,0.0357142857142857,0.0714285714285714,0.5,15:00:00,15:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
618,2012/2013,1994-05-26 05:00:00,PRT,2,6,0,27,84.0,False,True,1,1,0.0,0.2142857142857142,1.0,22:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
619,2012/2013,1994-08-31 05:00:00,PRT,1,3,0,26,67.0,False,True,1,0,0.1071428571428571,0.0714285714285714,0.75,15:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
620,2012/2013,1994-09-25 05:00:00,PRT,3,9,0,26,76.0,False,True,1,0,0.1071428571428571,0.4285714285714285,0.75,22:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
621,2012/2013,1993-03-23 06:00:00,PRT,3,9,0,28,75.0,False,True,2,0,0.0,0.1428571428571428,0.5,20:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
622,2012/2013,1994-06-20 05:00:00,PRT,1,6,0,27,81.0,False,True,1,1,0.0,0.0,0.25,15:00:00,15:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
623,2012/2013,1994-12-13 06:00:00,PRT,2,6,0,26,81.0,False,True,1,1,0.0,0.0,0.5,15:00:00,15:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
624,2012/2013,1994-11-05 06:00:00,PRT,4,8,0,26,78.0,False,True,1,1,0.0714285714285714,0.1428571428571428,0.75,22:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
625,2012/2013,1994-01-20 06:00:00,PRT,1,3,0,27,75.0,False,False,1,0,0.1071428571428571,0.2857142857142857,0.75,20:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
626,2012/2013,1994-06-25 05:00:00,PRT,4,9,0,27,63.0,False,True,1,0,0.0,0.2857142857142857,0.25,20:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
627,2012/2013,1994-11-04 06:00:00,PRT,2,7,0,26,72.0,False,True,1,1,0.1071428571428571,0.6428571428571429,0.75,22:00:00,20:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
628,2012/2013,1994-02-09 06:00:00,PRT,3,7,0,27,81.0,False,True,3,1,0.0357142857142857,0.2142857142857142,0.75,20:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
629,2012/2013,1994-12-06 06:00:00,PRT,1,9,0,26,69.0,False,True,1,0,0.1071428571428571,0.2857142857142857,0.75,22:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
630,2012/2013,1994-07-04 05:00:00,PRT,3,9,0,27,79.0,False,True,1,0,0.0,0.0714285714285714,0.0,15:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
631,2012/2013,1994-08-15 05:00:00,PRT,1,6,0,26,74.0,False,True,1,0,0.2142857142857142,0.2142857142857142,0.75,22:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
632,2012/2013,1994-06-03 05:00:00,PRT,2,5,0,27,84.0,False,True,1,1,0.3214285714285714,0.6428571428571429,0.75,22:00:00,22:00:00,AP,13.0,F,0.0,AP,14.0,1,2,False
633,2012/2013,1994-03-08 06:00:00,PRT,3,7,0,27,79.0,False,False,1,0,0.0,0.0,0.0,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
634,2012/2013,1994-03-24 06:00:00,PRT,1,4,0,27,73.0,False,False,1,0,0.25,0.2142857142857142,0.0,20:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
635,2012/2013,1994-10-07 05:00:00,PRT,2,8,0,26,66.0,False,True,1,0,0.0714285714285714,0.0714285714285714,0.75,15:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
636,2012/2013,1993-04-20 05:00:00,PRT,1,6,0,28,73.0,True,True,1,1,0.1071428571428571,0.7857142857142857,0.75,22:00:00,22:00:00,AP,11.0,F,0.0,AP,11.0,1,2,False
637,2012/2013,1994-09-12 05:00:00,PRT,3,5,0,26,74.0,False,True,1,1,0.0,0.2142857142857142,0.75,20:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
638,2012/2013,1994-09-16 05:00:00,PRT,2,7,0,26,79.0,False,True,2,1,0.0357142857142857,0.0,1.0,22:00:00,00:00:00,ADNA,0.0,F,0.0,R,6.0,0,2,True
639,2012/2013,1994-03-02 06:00:00,PRT,1,9,0,27,72.0,True,True,1,1,0.0,0.5714285714285714,0.0,20:00:00,22:00:00,ADNA,0.0,F,0.0,R,7.0,0,2,True
640,2012/2013,1994-04-19 05:00:00,PRT,1,4,0,27,74.0,False,True,1,0,0.2142857142857142,0.2857142857142857,0.75,20:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
641,2012/2013,1994-07-15 05:00:00,PRT,2,8,0,26,69.0,True,True,1,1,0.3214285714285714,0.2142857142857142,0.5,15:00:00,15:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
642,2012/2013,1993-12-25 06:00:00,PRT,1,7,0,27,52.0,False,True,1,1,0.7857142857142857,0.6428571428571429,0.0,20:00:00,22:00:00,ADNA,0.0,F,0.0,R,5.0,0,2,True
643,2012/2013,1994-06-26 05:00:00,PRT,1,9,0,27,76.0,False,False,1,0,0.1071428571428571,0.0,0.75,15:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
644,2012/2013,1993-11-18 06:00:00,PRT,1,3,0,27,78.0,False,False,1,1,0.0714285714285714,0.0,0.0,15:00:00,15:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
645,2012/2013,1994-01-07 06:00:00,PRT,2,7,1,27,71.0,False,True,1,0,0.2142857142857142,0.2857142857142857,0.25,15:00:00,15:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
646,2012/2013,1994-12-29 06:00:00,PRT,4,9,0,26,66.0,False,True,1,0,0.1071428571428571,0.0714285714285714,0.75,20:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
647,2012/2013,1993-04-04 05:00:00,PRT,1,6,0,28,79.0,False,True,1,1,0.0714285714285714,0.0714285714285714,0.75,15:00:00,15:00:00,ADNA,0.0,F,0.0,R,5.0,0,2,True
648,2012/2013,1991-04-20 05:00:00,PRT,2,3,0,30,73.0,False,True,2,1,0.0,0.0,0.25,20:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
649,2013/2014,1990-04-05 05:00:00,PRT,1,4,0,31,61.0,False,False,1,0,0.0,0.0,0.0,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
650,2013/2014,1995-11-16 06:00:00,PRT,1,6,0,25,59.0,False,True,1,0,0.3214285714285714,0.3571428571428571,0.75,20:00:00,20:00:00,ADNA,0.0,F,0.0,R,6.0,0,1,True
651,2013/2014,1994-03-17 06:00:00,PRT,1,6,0,27,78.0,False,True,1,0,0.6785714285714286,0.5714285714285714,0.75,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
652,2013/2014,1995-11-28 06:00:00,PRT,3,7,0,25,66.0,True,True,1,0,0.0714285714285714,0.2857142857142857,0.75,15:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
653,2013/2014,1994-03-01 06:00:00,PRT,1,5,0,27,59.0,True,True,1,0,0.1428571428571428,0.2857142857142857,0.75,22:00:00,15:00:00,ADNA,0.0,F,0.0,R,5.0,0,1,True
654,2013/2014,1995-03-15 06:00:00,PRT,1,8,0,26,69.0,False,True,1,0,0.1071428571428571,0.0714285714285714,0.0,22:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
655,2013/2014,1995-10-25 06:00:00,PRT,4,7,0,25,73.0,False,True,1,0,0.1071428571428571,0.2857142857142857,0.75,20:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
656,2013/2014,1995-06-14 05:00:00,PRT,1,7,0,26,71.0,False,True,1,0,0.6428571428571429,0.7857142857142857,0.75,15:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
657,2013/2014,1995-05-13 05:00:00,PRT,2,9,0,26,78.0,False,False,1,0,0.0714285714285714,0.1428571428571428,0.0,22:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
658,2013/2014,1994-06-13 05:00:00,PRT,2,4,0,27,62.0,False,False,1,0,0.0357142857142857,0.1428571428571428,0.25,20:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
659,2013/2014,1995-07-05 05:00:00,PRT,5,8,0,26,66.0,False,False,1,0,0.1428571428571428,0.0714285714285714,0.75,15:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
660,2013/2014,1995-07-10 05:00:00,PRT,1,7,0,26,65.0,False,False,1,0,0.1785714285714285,0.2857142857142857,0.75,22:00:00,20:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
661,2013/2014,1995-10-02 05:00:00,PRT,2,7,0,25,72.0,False,False,1,0,0.3571428571428571,0.2857142857142857,0.75,20:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
662,2013/2014,1995-07-02 05:00:00,PRT,1,5,0,26,66.0,True,False,1,0,0.6071428571428571,0.3571428571428571,0.75,22:00:00,22:00:00,ADNA,0.0,F,0.0,R,4.0,0,1,True
663,2013/2014,1995-06-23 05:00:00,PRT,3,6,0,26,59.0,False,False,1,0,0.6785714285714286,0.2857142857142857,0.75,20:00:00,22:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
664,2013/2014,1995-09-25 05:00:00,PRT,3,7,0,25,59.0,False,False,1,0,0.2857142857142857,0.3571428571428571,0.75,20:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
665,2013/2014,1995-08-30 05:00:00,PRT,2,5,0,25,59.0,False,True,1,0,0.1785714285714285,0.6428571428571429,0.75,15:00:00,22:00:00,ADNA,0.0,F,0.0,AP,10.0,1,1,False
666,2013/2014,1995-04-25 05:00:00,PRT,2,7,0,26,73.0,True,True,1,0,0.6785714285714286,0.1428571428571428,0.75,20:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
667,2013/2014,1995-07-11 05:00:00,PRT,1,6,0,25,66.0,False,True,1,0,0.0,0.0714285714285714,0.75,22:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
668,2013/2014,1992-10-13 05:00:00,PRT,2,8,0,28,75.0,False,True,1,0,0.1785714285714285,0.1428571428571428,0.0,22:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
669,2013/2014,1995-04-24 05:00:00,PRT,1,5,0,26,66.0,False,False,1,0,0.9285714285714286,0.5714285714285714,0.5,22:00:00,15:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
670,2013/2014,1995-02-25 06:00:00,PRT,1,6,0,26,59.0,False,False,1,0,0.6071428571428571,0.2142857142857142,0.75,15:00:00,00:00:00,AP,15.0,F,0.0,F,0.0,1,1,False
671,2013/2014,1995-03-26 06:00:00,PRT,1,6,0,26,59.0,False,False,1,0,0.0,0.7142857142857143,0.75,20:00:00,20:00:00,ADNA,0.0,F,0.0,R,5.0,0,1,True
672,2013/2014,1995-01-06 06:00:00,PRT,1,5,0,26,65.0,True,True,1,0,0.5714285714285714,0.3571428571428571,0.75,20:00:00,20:00:00,AP,17.0,F,0.0,F,0.0,1,1,False
673,2013/2014,1994-05-02 05:00:00,PRT,2,8,0,27,59.0,False,True,1,0,0.0357142857142857,0.0,0.0,22:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
674,2013/2014,1995-10-29 06:00:00,PRT,1,5,0,25,66.0,True,False,1,0,0.5,0.2857142857142857,0.75,20:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
675,2013/2014,1995-08-24 05:00:00,PRT,3,8,0,25,76.0,False,False,1,0,0.4285714285714285,0.2857142857142857,0.75,20:00:00,22:00:00,ADNA,0.0,F,0.0,R,5.0,0,1,True
676,2013/2014,1995-04-06 05:00:00,PRT,1,6,0,26,69.0,False,True,1,0,0.4642857142857143,0.3571428571428571,0.75,20:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
677,2013/2014,1994-01-10 06:00:00,PRT,1,7,0,27,65.0,False,False,1,0,0.1785714285714285,0.3571428571428571,0.75,15:00:00,22:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
678,2013/2014,1995-05-11 05:00:00,PRT,1,6,0,26,65.0,False,False,1,0,0.2857142857142857,0.2857142857142857,0.75,15:00:00,17:00:00,ADNA,0.0,F,0.0,R,6.0,0,1,True
679,2013/2014,1995-11-09 06:00:00,PRT,1,4,0,25,66.0,False,True,1,0,0.4285714285714285,0.1428571428571428,0.25,15:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
680,2013/2014,1995-04-06 05:00:00,PRT,1,7,0,26,59.0,False,True,1,0,0.1071428571428571,0.6428571428571429,0.75,20:00:00,20:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
681,2013/2014,1996-01-12 06:00:00,PRT,8,7,0,25,76.0,False,True,1,0,0.25,0.2142857142857142,0.0,15:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
682,2013/2014,1995-03-19 06:00:00,PRT,1,7,0,26,79.0,False,True,1,0,0.6785714285714286,0.5,0.75,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
683,2013/2014,1995-04-02 05:00:00,PRT,3,7,0,26,76.0,False,True,1,0,0.1428571428571428,0.1428571428571428,0.75,15:00:00,15:00:00,ADNA,0.0,F,0.0,R,2.0,0,1,True
684,2013/2014,1995-12-11 06:00:00,PRT,3,5,0,25,69.0,False,True,1,0,0.3571428571428571,0.3571428571428571,0.75,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
685,2013/2014,1995-03-02 06:00:00,PRT,1,6,0,26,59.0,False,True,1,0,0.1428571428571428,0.2857142857142857,0.75,20:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
686,2013/2014,1994-04-05 05:00:00,PRT,1,7,0,27,75.0,False,True,1,0,0.0,0.3571428571428571,0.75,20:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
687,2013/2014,1994-10-07 05:00:00,PRT,4,7,0,26,66.0,False,True,1,0,0.6428571428571429,0.2857142857142857,0.75,20:00:00,20:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
688,2013/2014,1995-05-13 05:00:00,PRT,4,7,0,26,68.0,False,True,1,0,0.1071428571428571,0.0,0.75,15:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
689,2013/2014,1995-06-07 05:00:00,PRT,3,6,0,26,69.0,False,True,1,0,0.1428571428571428,0.0714285714285714,0.5,20:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
690,2013/2014,1994-02-28 06:00:00,PRT,1,5,1,27,59.0,False,True,1,0,0.3571428571428571,0.5,0.75,15:00:00,17:00:00,ADNA,0.0,F,0.0,R,3.0,0,1,True
691,2013/2014,1995-05-05 05:00:00,PRT,1,2,0,26,73.0,False,True,1,0,0.0,0.0,0.0,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
692,2013/2014,1993-05-27 05:00:00,PRT,3,7,0,28,59.0,False,False,1,0,0.1785714285714285,0.2142857142857142,0.0,22:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
693,2013/2014,1995-09-09 05:00:00,PRT,3,7,0,25,79.0,False,False,1,0,0.3928571428571428,0.3571428571428571,0.75,15:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
694,2013/2014,1995-08-29 05:00:00,PRT,10,6,0,25,75.0,False,False,3,0,0.4285714285714285,0.7857142857142857,0.75,22:00:00,22:00:00,ADNA,0.0,F,0.0,R,4.0,0,1,True
695,2013/2014,1995-06-27 05:00:00,PRT,2,6,0,26,65.0,False,False,1,0,0.3571428571428571,0.3571428571428571,0.5,15:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
696,2013/2014,1994-10-09 05:00:00,PRT,5,8,0,26,79.0,False,False,1,0,0.0,0.0,0.0,15:00:00,17:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
697,2013/2014,1994-07-09 05:00:00,PRT,1,6,0,27,59.0,True,True,1,0,0.0714285714285714,0.3571428571428571,0.75,15:00:00,00:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
698,2013/2014,1995-12-09 06:00:00,PRT,2,4,0,25,75.0,False,True,1,0,0.0357142857142857,0.0714285714285714,0.0,15:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
699,2013/2014,1994-06-29 05:00:00,PRT,3,5,0,27,79.0,False,True,1,0,0.0,0.0,0.0,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
700,2013/2014,1994-06-09 05:00:00,PRT,8,5,0,27,59.0,False,True,2,0,0.1428571428571428,0.4285714285714285,0.5,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
701,2013/2014,1995-11-10 06:00:00,PRT,1,8,0,25,66.0,False,True,1,0,0.3571428571428571,0.3571428571428571,0.75,22:00:00,20:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
702,2013/2014,1995-11-27 06:00:00,PRT,2,6,0,25,68.0,True,True,1,0,0.1785714285714285,0.2142857142857142,0.5,20:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
703,2013/2014,1993-06-03 05:00:00,PRT,2,7,0,28,73.0,True,True,1,0,0.1428571428571428,0.2142857142857142,0.75,20:00:00,22:00:00,ADNA,0.0,F,0.0,R,6.0,0,1,True
704,2013/2014,1995-10-24 06:00:00,PRT,1,5,0,25,66.0,True,True,1,0,0.1428571428571428,0.2142857142857142,0.75,20:00:00,00:00:00,ADNA,0.0,F,0.0,R,5.0,0,1,True
705,2013/2014,1994-03-21 06:00:00,PRT,2,6,0,27,66.0,True,True,1,0,0.6071428571428571,0.2857142857142857,0.75,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
706,2014/2015,1993-11-11 06:00:00,TUR,1,0,0,27,36.0,False,False,1,0,0.0,0.0714285714285714,0.0,22:00:00,22:00:00,ADNA,0.0,F,0.0,F,0.0,0,0,True
707,2014/2015,1992-09-19 05:00:00,PRT,1,4,0,28,60.0,False,True,1,0,0.6785714285714286,0.7142857142857143,0.75,20:00:00,15:00:00,AP,10.0,F,0.0,F,0.0,1,0,False
708,2007/2008,1989-02-06 06:00:00,PRT,4,10,0,32,66.0,True,False,4,4,0.037037037037037,0.0,0.0,20:00:00,15:00:00,ADNF,0.0,F,0.0,AP,12.0,1,8,False
709,2007/2008,1989-12-08 06:00:00,PRT,3,9,0,31,79.0,False,False,3,2,0.037037037037037,0.5,0.0,15:00:00,15:00:00,ADNF,0.0,F,0.0,F,0.0,0,8,True
710,2007/2008,1989-08-05 05:00:00,PRT,1,14,1,31,79.0,False,False,1,3,0.3333333333333333,0.3,0.0,15:00:00,15:00:00,ADNF,0.0,F,0.0,F,0.0,0,8,True
711,2007/2008,1987-12-12 06:00:00,PRT,4,10,1,33,90.0,False,False,2,2,0.2592592592592592,0.4,0.0,15:00:00,15:00:00,ADNF,0.0,F,0.0,F,0.0,0,8,True
712,1998/1999,1980-02-04 06:00:00,PRT,4,13,0,41,78.0,False,True,4,4,0.0,0.0,0.0,15:00:00,15:00:00,ADNF,0.0,F,0.0,R,8.0,1,17,True
713,2006/2007,1987-06-08 05:00:00,PRT,3,11,1,34,54.0,False,False,3,4,0.3333333333333333,0.4545454545454545,0.0,20:00:00,15:00:00,AP,11.0,F,0.0,F,0.0,1,9,False
714,1998/1999,1980-07-29 05:00:00,PRT,3,8,1,40,36.0,False,False,3,0,0.0,0.0,0.0,15:00:00,15:00:00,ADNF,0.0,F,0.0,F,0.0,0,17,True
715,2007/2008,1989-05-26 05:00:00,PRT,6,13,0,32,80.0,False,True,4,1,0.4074074074074074,0.0,0.0,15:30:00,15:00:00,ADNF,0.0,F,0.0,F,0.0,0,8,True
